hand,draws_left,best_draw,hand_after,bet_model,value_heuristic,position,num_cards_kept,num_opponent_kept,action,pot_size,bet_size,pot_odds,bet_this_hand,actions_this_round,actions_full_hand,total_bet,result,margin_bet,margin_result,current_margin_result,future_margin_result
"[Kc,8c,6h,4s,7d]",3,,,CNN_4,0.3,0,0,0,pos_BB,0.0,100,0.0,0.0,,,500.0,800.0,500.0,300.0,0.0,300.0
"[4d,2h,8h,Td,9c]",3,,,CNN_4,0.3,1,0,0,pos_SB,100.0,50,2.0,0.0,,,300.0,0.0,300.0,-300.0,-50,-250.0
"[4d,2h,8h,Td,9c]",3,,,CNN_4,0.442222,1,0,0,raise_small,150.0,150.0,1.0,50.0,,,300.0,0.0,250.0,-250.0,-150.0,-100.0
"[Kc,8c,6h,4s,7d]",3,,,CNN_4,0.469418,0,0,0,call_small,300.0,100.0,3.0,100.0,1,1,500.0,800.0,400.0,400.0,300.0,100.0
"[Kc,8c,6h,4s,7d]",3,"[8c,6h,4s,7d]","[8c,6h,4s,7d,Ac]",CNN_4,0.469418,0,0,0,draw,400.0,0,0.0,200.0,,10,500.0,800.0,300.0,500.0,400.0,100.0
"[4d,2h,8h,Td,9c]",3,"[4d,2h,8h]","[4d,2h,8h,2c,4c]",CNN_4,0.442222,1,0,0,draw,400.0,0,0.0,200.0,,10,300.0,0.0,100.0,-100.0,0,-100.0
"[8c,6h,4s,7d,Ac]",2,,,CNN_4,0.363371,0,4,3,bet_small,400.0,100.0,4.0,200.0,,10,500.0,800.0,300.0,500.0,400.0,100.0
"[4d,2h,8h,2c,4c]",2,,,CNN_4,0.310785,1,3,4,call_small,500.0,100.0,5.0,200.0,1,101,300.0,0.0,100.0,-100.0,-100.0,0.0
"[8c,6h,4s,7d,Ac]",2,"[8c,6h,4s,7d]","[8c,6h,4s,7d,8s]",CNN_4,0.363371,0,0,0,draw,600.0,0,0.0,300.0,,1010,500.0,800.0,200.0,600.0,600.0,0.0
"[4d,2h,8h,2c,4c]",2,"[2h,8h,4c]","[2h,8h,4c,9s,Ts]",CNN_4,0.310785,1,0,0,draw,600.0,0,0.0,300.0,,1010,300.0,0.0,0.0,0.0,0,0
"[8c,6h,4s,7d,8s]",1,,,CNN_4,0.209991,0,4,3,bet_big,600.0,200.0,3.0,300.0,,1010,500.0,800.0,200.0,600.0,600.0,0.0
"[2h,8h,4c,9s,Ts]",1,,,CNN_4,0.235657,1,3,4,FOLD,800.0,0,0.0,300.0,1,10101,300.0,0.0,0.0,0.0,0,0
"[8c,2h,Qc,5s,Tc]",3,,,CNN_4,0.3,0,0,0,pos_BB,0.0,100,0.0,0.0,,,1100.0,0.0,1100.0,-1100.0,-100,-1000.0
"[Jd,3s,Ks,Kc,2s]",3,,,CNN_4,0.3,1,0,0,pos_SB,100.0,50,2.0,0.0,,,1100.0,2200.0,1100.0,1100.0,100.0,1000.0
"[Jd,3s,Ks,Kc,2s]",3,,,CNN_4,0.418227,1,0,0,raise_small,150.0,150.0,1.0,50.0,,,1100.0,2200.0,1050.0,1150.0,150.0,1000.0
